KP115-IDTBR_filtered_P3HT_light__3.dat	Jsc (mA/cm2)	-2.239	-2.55E+00	-2.54E+00	-2.53E+00	-2.52E+00	-2.51E+00	-2.50E+00	-2.49E+00	-2.48E+00	-2.47E+00	-2.46E+00	-2.44E+00	-2.42E+00	-2.41E+00	-2.39E+00
KP115-IDTBR_light__3.dat	Jsc (mA/cm2)	-6.773	-7.63E+00	-7.61E+00	-7.58E+00	-7.55E+00	-7.52E+00	-7.49E+00	-7.46E+00	-7.42E+00	-7.39E+00	-7.36E+00	-7.31E+00	-7.27E+00	-7.23E+00	-7.18E+00
P3HT-PCBM_filtered_KP115_light__5.dat	Jsc (mA/cm2)	-3.537	-3.86E+00	-3.84E+00	-3.84E+00	-3.83E+00	-3.82E+00	-3.81E+00	-3.80E+00	-3.78E+00	-3.78E+00	-3.76E+00	-3.75E+00	-3.73E+00	-3.71E+00	-3.70E+00
P3HT_PCBM_light__5.dat	Jsc (mA/cm2)	-11.174	-1.20E+01	-1.20E+01	-1.19E+01	-1.19E+01	-1.19E+01	-1.18E+01	-1.18E+01	-1.18E+01	-1.18E+01	-1.18E+01	-1.17E+01	-1.17E+01	-1.16E+01	-1.16E+01
